dataset,case,step,frame_index_in_file,time,source_file,x_top10mean,y_rank450mean_ascending
sorted_degree,LP1_16,303,20,20.0,step7_303_sorted_degree_TIP3_O_exp.dat,264.75740069999995,182.63361100000003
sorted_degree,LP1_16,303,21,21.0,step7_303_sorted_degree_TIP3_O_exp.dat,263.9794977,182.970818
sorted_degree,LP1_16,303,22,22.0,step7_303_sorted_degree_TIP3_O_exp.dat,262.7206286,182.3688319
sorted_degree,LP1_16,303,23,23.0,step7_303_sorted_degree_TIP3_O_exp.dat,265.1395607,183.16733599999998
sorted_degree,LP1_16,303,24,24.0,step7_303_sorted_degree_TIP3_O_exp.dat,264.38192029999993,182.61022480000003
sorted_degree,LP1_16,303,25,25.0,step7_303_sorted_degree_TIP3_O_exp.dat,265.8010442,183.7494761
sorted_degree,LP1_16,303,26,26.0,step7_303_sorted_degree_TIP3_O_exp.dat,265.7697495,183.2183864
sorted_degree,LP1_16,303,27,27.0,step7_303_sorted_degree_TIP3_O_exp.dat,264.67412290000004,182.7569107
sorted_degree,LP1_16,303,28,28.0,step7_303_sorted_degree_TIP3_O_exp.dat,264.7965547,183.05051070000002
sorted_degree,LP1_16,303,29,29.0,step7_303_sorted_degree_TIP3_O_exp.dat,263.2775549,182.06729760000002
